Id,Name,Country,Province,District,Lat,Lng,T0_Score,T1_Score,TotalPop,Male,Female,Children,Elderly,Disabilities,HHs,Description,F01_t0,F01_t1,F02_t0,F02_t1,F03_t0,F03_t1,F04_t0,F04_t1,F05_t0,F05_t1,F06_t0,F06_t1,F07_t0,F07_t1,F08_t0,F08_t1,F09_t0,F09_t1,F10_t0,F10_t1,F11_t0,F11_t1,F12_t0,F12_t1,F13_t0,F13_t1,F14_t0,F14_t1,F15_t0,F15_t1,H01_t0,H01_t1,H02_t0,H02_t1,H03_t0,H03_t1,H04_t0,H04_t1,H05_t0,H05_t1,H06_t0,H06_t1,H07_t0,H07_t1,H08_t0,H08_t1,H09_t0,H09_t1,H10_t0,H10_t1,H11_t0,H11_t1,H12_t0,H12_t1,H13_t0,H13_t1,H14_t0,H14_t1,N01_t0,N01_t1,N02_t0,N02_t1,N03_t0,N03_t1,N04_t0,N04_t1,N05_t0,N05_t1,N06_t0,N06_t1,N07_t0,N07_t1,P01_t0,P01_t1,P02_t0,P02_t1,P03_t0,P03_t1,P04_t0,P04_t1,P05_t0,P05_t1,P06_t0,P06_t1,P07_t0,P07_t1,P08_t0,P08_t1,P09_t0,P09_t1,P10_t0,P10_t1,P11_t0,P11_t1,P12_t0,P12_t1,P13_t0,P13_t1,P14_t0,P14_t1,P15_t0,P15_t1,P16_t0,P16_t1,P17_t0,P17_t1,P18_t0,P18_t1,P19_t0,P19_t1,S01_t0,S01_t1,S02_t0,S02_t1,S03_t0,S03_t1,S04_t0,S04_t1,S05_t0,S05_t1,S06_t0,S06_t1,S07_t0,S07_t1,S08_t0,S08_t1,S09_t0,S09_t1,S10_t0,S10_t1,S11_t0,S11_t1,S12_t0,S12_t1,S13_t0,S13_t1,S14_t0,S14_t1,S15_t0,S15_t1,S16_t0,S16_t1,S17_t0,S17_t1,S18_t0,S18_t1,S19_t0,S19_t1,S20_t0,S20_t1,S21_t0,S21_t1
c_09,Belpur,Nepal,Sudur Paschim,Kailali,28.547969,81.070286,54.9,63.3,893,436,457,79,33,16,138,Palika: Janaki Rural Municipality,B,B,B,B,C,C,C,B,B,C,C,B,B,B,C,B,C,B,B,B,B,B,C,B,B,B,B,B,C,B,B,B,B,A,C,B,B,A,C,C,B,A,C,B,C,C,C,B,B,B,B,A,C,C,C,C,C,C,B,A,C,B,B,B,B,A,C,C,B,B,B,B,B,B,C,C,C,B,B,B,B,B,C,B,B,B,C,B,B,B,B,B,C,B,B,B,B,B,B,B,C,B,B,A,C,C,B,B,B,B,C,C,B,B,C,B,B,A,B,C,B,A,B,A,B,B,B,A,B,B,C,B,B,B,C,B,B,B,B,A,B,B,B,B,B,A,C,C,B,A,C,C
